,grado_entrada,grado_salida,grado_total,intermediacion,cercania
panagil,0.0,1.0,1.0,0.0,0.4551133062173155
luna101luna,0.0,1.0,1.0,0.0,0.4551133062173155
gcarlosii,0.0,1.0,1.0,0.0,0.4551133062173155
critica_al100,0.0,1.0,1.0,0.0,0.4551133062173155
ricardolea22866,0.0,1.0,1.0,0.0,0.4551133062173155
chepequetzal,0.0,1.0,1.0,0.0,0.4551133062173155
cristinamazar11,0.0,1.0,1.0,0.0,0.4551133062173155
sagasstume,0.0,1.0,1.0,0.0,0.4551133062173155
insitusinversus,0.0,1.0,1.0,0.0,0.4551133062173155
chepezamora,1.0,0.0,1.0,0.0,0.3270696314855413
abelardopintom,1.0,0.0,1.0,0.0,0.3214322355596594
jovannagarcon,1.0,0.0,1.0,0.0,0.2428305689040459
bbarreto_v,1.0,0.0,1.0,0.0,0.2428305689040459
rosales14438,0.0,1.0,1.0,0.0,0.4551133062173155
chinovelasquez,0.0,1.0,1.0,0.0,0.4551133062173155
madferrarif1,0.0,1.0,1.0,0.0,0.4551133062173155
_brsr_,0.0,1.0,1.0,0.0,0.4551133062173155
esvingonzlez10,0.0,1.0,1.0,0.0,0.4551133062173155
historia_ca,1.0,0.0,1.0,0.0,0.3131747301079568
bobafett1724,0.0,1.0,1.0,0.0,0.4551133062173155
perquerin,0.0,1.0,1.0,0.0,0.4551133062173155
nando_oz10,0.0,1.0,1.0,0.0,0.4551133062173155
chesaregram,0.0,1.0,1.0,0.0,0.4551133062173155
shadowpop8,0.0,1.0,1.0,0.0,0.4551133062173155
rodgt23,0.0,1.0,1.0,0.0,0.4551133062173155
stereo100xela,1.0,0.0,1.0,0.0,0.31373923492890043
eliascruz90,0.0,1.0,1.0,0.0,0.4551133062173155
barevalo,1.0,0.0,1.0,0.0,0.31496933748869005
nimalinde,0.0,1.0,1.0,0.0,0.4551133062173155
elissirok,0.0,1.0,1.0,0.0,0.4551133062173155
estella_fu6075,0.0,1.0,1.0,0.0,0.4551133062173155
humbertoag76531,0.0,1.0,1.0,0.0,0.4551133062173155
marvinrlc,0.0,1.0,1.0,0.0,0.4551133062173155
lorenavela35486,0.0,1.0,1.0,0.0,0.4551133062173155
kingpower2k,0.0,1.0,1.0,0.0,0.4551133062173155
oscarde13742758,0.0,1.0,1.0,0.0,0.4551133062173155
julioperez20211,0.0,1.0,1.0,0.0,0.4551133062173155
vicpalala,1.0,0.0,1.0,0.0,0.3136764116940328
anelisehundman,1.0,0.0,1.0,0.0,0.3136764116940328
pass_blue,0.0,1.0,1.0,0.0,0.4551133062173155
emgaguerrero,0.0,1.0,1.0,0.0,0.4551133062173155
malcabresto502,1.0,0.0,1.0,0.0,0.31348809285571344
papxigua,1.0,0.0,1.0,0.0,0.3145266539504066
cucguatemala,1.0,0.0,1.0,0.0,0.3145266539504066
dcuevas_gtv,1.0,0.0,1.0,0.0,0.3145266539504066
ozaeta1331,0.0,1.0,1.0,0.0,0.4551133062173155
blogcatarsis,1.0,0.0,1.0,0.0,0.3128619932095067
warrendavidson,1.0,0.0,1.0,0.0,0.315413268901641
amazlngnature,1.0,0.0,1.0,0.0,0.3128619932095067
congresoeficie1,1.0,0.0,1.0,0.0,0.3130495603517186
blancaalfaropc,1.0,0.0,1.0,0.0,0.31953085160632333
jrc19782001,0.0,1.0,1.0,0.0,0.4551133062173155
guille777lopez,0.0,1.0,1.0,0.0,0.4551133062173155
the_one_g2,0.0,1.0,1.0,0.0,0.4551133062173155
luicacerg,1.0,0.0,1.0,0.0,0.3136764116940328
zh1end77,0.0,1.0,1.0,0.0,0.4551133062173155
vicgar,1.0,0.0,1.0,0.0,0.31348809285571344
marvinbmerida1,0.0,1.0,1.0,0.0,0.4551133062173155
cancinospedro,0.0,1.0,1.0,0.0,0.4551133062173155
cutelizbethb,0.0,1.0,1.0,0.0,0.4551133062173155
dorazul1,0.0,1.0,1.0,0.0,0.4551133062173155
erickanleu4,0.0,1.0,1.0,0.0,0.4551133062173155
trchief7,0.0,1.0,1.0,0.0,0.4551133062173155
bancadavamos,1.0,0.0,1.0,0.0,0.31595401371520776
bancadatodos,1.0,0.0,1.0,0.0,0.31595401371520776
bancadavalor,1.0,0.0,1.0,0.0,0.31595401371520776
onu_derechos,1.0,0.0,1.0,0.0,0.3142427281845537
intlcrimcourt,1.0,0.0,1.0,0.0,0.3142427281845537
wola_org,1.0,0.0,1.0,0.0,0.3142427281845537
elenamam68,0.0,1.0,1.0,0.0,0.4551133062173155
vox_es,1.0,0.0,1.0,0.0,0.31953085160632333
pabloechenique,1.0,0.0,1.0,0.0,0.31953085160632333
ionebelarra,1.0,0.0,1.0,0.0,0.31953085160632333
psoe,1.0,0.0,1.0,0.0,0.31953085160632333
pcv_venezuela,1.0,0.0,1.0,0.0,0.31953085160632333
comunistamexico,1.0,0.0,1.0,0.0,0.31953085160632333
gtcodeca,1.0,0.0,1.0,0.0,0.31953085160632333
winaq_metro,1.0,0.0,1.0,0.0,0.31953085160632333
mattalizandro,0.0,1.0,1.0,0.0,0.4551133062173155
mariofescobarc,0.0,1.0,1.0,0.0,0.4551133062173155
eudeportes,1.0,0.0,1.0,0.0,0.3159858799798285
florbellasoy,0.0,1.0,1.0,0.0,0.4551133062173155
yordit_c,0.0,1.0,1.0,0.0,0.4551133062173155
josueacevedo_gt,1.0,0.0,1.0,0.0,0.32262382864792505
barevalodefake,1.0,0.0,1.0,0.0,0.3159858799798285
agexportgt,1.0,0.0,1.0,0.0,0.3159858799798285
malasamistades2,0.0,1.0,1.0,0.0,0.4551133062173155
senadogovco,1.0,0.0,1.0,0.0,0.23919682394258665
efraincepeda,1.0,0.0,1.0,0.0,0.23919682394258665
onuhumanrights,1.0,0.0,1.0,0.0,0.3142427281845537
euronewspress,1.0,0.0,1.0,0.0,0.3142427281845537
karimkhanqc,1.0,0.0,1.0,0.0,0.3142427281845537
europarl_en,1.0,0.0,1.0,0.0,0.3142427281845537
ukparliament,1.0,0.0,1.0,0.0,0.3142427281845537
usembassybogota,1.0,0.0,1.0,0.0,0.3142427281845537
amnestyusa,1.0,0.0,1.0,0.0,0.3142427281845537
ueencolombia,1.0,0.0,1.0,0.0,0.3142427281845537
onucolombia,1.0,0.0,1.0,0.0,0.3142427281845537
jazelobendo,0.0,1.0,1.0,0.0,0.4551133062173155
reportandoec,1.0,0.0,1.0,0.0,0.3132060381885434
mario29939056,0.0,1.0,1.0,0.0,0.4551133062173155
diunvez,0.0,1.0,1.0,0.0,0.4551133062173155
camagroguate,1.0,0.0,1.0,0.0,0.3138020833333333
asazguagt,1.0,0.0,1.0,0.0,0.3138020833333333
luismor_12,0.0,1.0,1.0,0.0,0.4551133062173155
vanidades2023,0.0,1.0,1.0,0.0,0.4551133062173155
gerrardesco,0.0,1.0,1.0,0.0,0.4551133062173155
juancar79476492,0.0,1.0,1.0,0.0,0.4551133062173155
rodrigo12172062,0.0,1.0,1.0,0.0,0.4551133062173155
mig_delavega,0.0,1.0,1.0,0.0,0.4551133062173155
markosantos,0.0,1.0,1.0,0.0,0.4551133062173155
ed_columbus,0.0,1.0,1.0,0.0,0.4551133062173155
karma_edwin,0.0,1.0,1.0,0.0,0.4551133062173155
osarguatemala1,1.0,0.0,1.0,0.0,0.3128619932095067
gbau70,0.0,1.0,1.0,0.0,0.4551133062173155
satguatemala,1.0,0.0,1.0,0.0,0.3136450095104615
jtgincan,0.0,1.0,1.0,0.0,0.4551133062173155
space_plank,0.0,1.0,1.0,0.0,0.4551133062173155
banquetavirtual,1.0,0.0,1.0,0.0,0.31477946347834823
luisestuardom,0.0,1.0,1.0,0.0,0.4551133062173155
gberganza2023,1.0,0.0,1.0,0.0,0.31311213272036775
guarozco491,0.0,1.0,1.0,0.0,0.4551133062173155
josemmp1968,0.0,1.0,1.0,0.0,0.4551133062173155
don_kamu,1.0,0.0,1.0,0.0,0.3128619932095067
onfiregt121,0.0,1.0,1.0,0.0,0.4551133062173155
allanfalfa69010,0.0,1.0,1.0,0.0,0.4551133062173155
josehuitt,0.0,1.0,1.0,0.0,0.4551133062173155
profjels,0.0,1.0,1.0,0.0,0.4551133062173155
ronivasco11,0.0,1.0,1.0,0.0,0.4551133062173155
estesinoesta,0.0,1.0,1.0,0.0,0.4551133062173155
emersoncrcamo2,0.0,1.0,1.0,0.0,0.4551133062173155
uncosumicivi,1.0,0.0,1.0,0.0,0.31953085160632333
rudycontreras3,0.0,1.0,1.0,0.0,0.4551133062173155
alejan_rodr,0.0,1.0,1.0,0.0,0.4551133062173155
reuters,1.0,0.0,1.0,0.0,0.313550840672538
aljazeeraworld,1.0,0.0,1.0,0.0,0.313550840672538
kikarhashabat,1.0,0.0,1.0,0.0,0.313550840672538
vinnews,1.0,0.0,1.0,0.0,0.313550840672538
ywn,1.0,0.0,1.0,0.0,0.313550840672538
israelingt,1.0,0.0,1.0,0.0,0.313550840672538
embcanguatemala,1.0,0.0,1.0,0.0,0.313550840672538
jeshek_shlomo,1.0,0.0,1.0,0.0,0.313550840672538
doctor_stewie,0.0,1.0,1.0,0.0,0.4551133062173155
victorfutbol123,0.0,1.0,1.0,0.0,0.4551133062173155
dorisherdez,0.0,1.0,1.0,0.0,0.4551133062173155
castelagro,0.0,1.0,1.0,0.0,0.4551133062173155
myrdeleon007,0.0,1.0,1.0,0.0,0.4551133062173155
vicenteedward,0.0,1.0,1.0,0.0,0.4551133062173155
aneudy_n,1.0,0.0,1.0,0.0,0.3150010054293183
fuedicho,1.0,0.0,1.0,0.0,0.3131747301079568
bmichellemend,1.0,0.0,1.0,0.0,0.3131747301079568
robotinabc,0.0,1.0,1.0,0.0,0.4551133062173155
mendezlucy56049,0.0,1.0,1.0,0.0,0.4551133062173155
mae_rusia,1.0,0.0,1.0,0.0,0.3133626725345069
marcoscahuex___,1.0,0.0,1.0,0.0,0.3129244906112665
alvaroc48222,0.0,1.0,1.0,0.0,0.4551133062173155
astaroth_wh,0.0,1.0,1.0,0.0,0.4551133062173155
pstuarts,0.0,1.0,1.0,0.0,0.4551133062173155
wohlivanderss,0.0,1.0,1.0,0.0,0.4551133062173155
emmaemmairlanda,0.0,1.0,1.0,0.0,0.4551133062173155
vjavierhndz,1.0,0.0,1.0,0.0,0.3132060381885434
de_jegerle27871,0.0,1.0,1.0,0.0,0.4551133062173155
david71633947,0.0,1.0,1.0,0.0,0.4551133062173155
tumiko85,0.0,1.0,1.0,0.0,0.4551133062173155
oscas1405,0.0,1.0,1.0,0.0,0.4551133062173155
lacolo081972,0.0,1.0,1.0,0.0,0.4551133062173155
luisgirongt,0.0,1.0,1.0,0.0,0.4551133062173155
leoqgt,0.0,1.0,1.0,0.0,0.4551133062173155
haggonzalez,0.0,1.0,1.0,0.0,0.4551133062173155
lacimahorg,0.0,1.0,1.0,0.0,0.4551133062173155
conjimnez2,0.0,1.0,1.0,0.0,0.4551133062173155
roberyairon,0.0,1.0,1.0,0.0,0.4551133062173155
cokearchila,0.0,1.0,1.0,0.0,0.4551133062173155
cristia13944035,0.0,1.0,1.0,0.0,0.4551133062173155
jorgevivar96,0.0,1.0,1.0,0.0,0.4551133062173155
marvinperez502,0.0,1.0,1.0,0.0,0.4551133062173155
agendaapmd,1.0,0.0,1.0,0.0,0.31433731313334
carlosmelgargt,1.0,0.0,1.0,0.0,0.31433731313334
elantichristos,0.0,1.0,1.0,0.0,0.4551133062173155
milanova43,0.0,1.0,1.0,0.0,0.4551133062173155
leonard06593335,0.0,1.0,1.0,0.0,0.4551133062173155
rodrigokestler,0.0,1.0,1.0,0.0,0.4551133062173155
vera_lola,0.0,1.0,1.0,0.0,0.4551133062173155
southcom,1.0,0.0,1.0,0.0,0.3132373525294941
irs_ci,1.0,0.0,1.0,0.0,0.3132373525294941
ustreasury,1.0,0.0,1.0,0.0,0.3132373525294941
taracenamario,0.0,1.0,1.0,0.0,0.4551133062173155
cestam08,0.0,1.0,1.0,0.0,0.4551133062173155
rosariosoto2020,0.0,1.0,1.0,0.0,0.4551133062173155
juanpms_,0.0,1.0,1.0,0.0,0.4551133062173155
alvar4jose,0.0,1.0,1.0,0.0,0.4551133062173155
rudonrudy,0.0,1.0,1.0,0.0,0.4551133062173155
floveni,0.0,1.0,1.0,0.0,0.4551133062173155
1c2ff7de4cf7407,0.0,1.0,1.0,0.0,0.4551133062173155
uvggt,1.0,0.0,1.0,0.0,0.31515944070013074
kelandrap,0.0,1.0,1.0,0.0,0.4551133062173155
cgcguatemala,1.0,0.0,1.0,0.0,0.315413268901641
tayalejandro12,0.0,1.0,1.0,0.0,0.4551133062173155
edsa2024,0.0,1.0,1.0,0.0,0.4551133062173155
mazariegos_lima,0.0,1.0,1.0,0.0,0.4551133062173155
chejo3941,0.0,1.0,1.0,0.0,0.4551133062173155
l12baquiax,0.0,1.0,1.0,0.0,0.4551133062173155
rafaesting,0.0,1.0,1.0,0.0,0.4551133062173155
larrieului49574,0.0,1.0,1.0,0.0,0.4551133062173155
mariobone,0.0,1.0,1.0,0.0,0.4551133062173155
daniloherreral1,0.0,1.0,1.0,0.0,0.4551133062173155
berniemendez,0.0,1.0,1.0,0.0,0.4551133062173155
dhsgov,1.0,0.0,1.0,0.0,0.3132373525294941
fbi,1.0,0.0,1.0,0.0,0.3132373525294941
cokadavila,0.0,1.0,1.0,0.0,0.4551133062173155
davila_gomez64,0.0,1.0,1.0,0.0,0.4551133062173155
bernar,1.0,0.0,1.0,0.0,0.31301828354480965
powerusaid,1.0,0.0,1.0,0.0,0.3130495603517186
bancadawinaq,1.0,0.0,1.0,0.0,0.31377065598397597
ladorita3,0.0,1.0,1.0,0.0,0.4551133062173155
pabloov42732251,0.0,1.0,1.0,0.0,0.4551133062173155
sarairobledo3,0.0,1.0,1.0,0.0,0.4551133062173155
tikalgarcia,0.0,1.0,1.0,0.0,0.4551133062173155
enrique51859338,0.0,1.0,1.0,0.0,0.4551133062173155
cogcomite,1.0,0.0,1.0,0.0,0.3129244906112665
elpais_inter,1.0,0.0,1.0,0.0,0.3245286927698363
leop72166634,0.0,1.0,1.0,0.0,0.4551133062173155
cehsm3,1.0,0.0,1.0,0.0,0.3138335169788641
climaenguate,1.0,0.0,1.0,0.0,0.3130495603517186
edpava4917,1.0,0.0,1.0,0.0,0.3130495603517186
uvgaltiplano,1.0,0.0,1.0,0.0,0.31515944070013074
scoutsguatemala,1.0,0.0,1.0,0.0,0.3136764116940328
lfvalenzuela,1.0,0.0,1.0,0.0,0.31314342828585706
elmetrogt,1.0,0.0,1.0,0.0,0.31314342828585706
ashparfavor,0.0,1.0,1.0,0.0,0.4551133062173155
joditocruz,1.0,0.0,1.0,0.0,0.3157947787521419
vivig28,0.0,1.0,1.0,0.0,0.4551133062173155
d1198s,0.0,1.0,1.0,0.0,0.4551133062173155
rodrigo47789040,1.0,0.0,1.0,0.0,0.3157947787521419
alexeiiw,0.0,1.0,1.0,0.0,0.4551133062173155
masagua2020,1.0,0.0,1.0,0.0,0.3157947787521419
sapo2553,0.0,1.0,1.0,0.0,0.4551133062173155
raac551,1.0,0.0,1.0,0.0,0.3157947787521419
marcogx28,0.0,1.0,1.0,0.0,0.4551133062173155
duolingo,1.0,0.0,1.0,0.0,0.3157947787521419
0515om,0.0,1.0,1.0,0.0,0.4551133062173155
pbosoriot,0.0,1.0,1.0,0.0,0.4551133062173155
juanrralau,1.0,0.0,1.0,0.0,0.31496933748869005
cnn,1.0,0.0,1.0,0.0,0.31496933748869005
ronald_mackay,1.0,0.0,1.0,0.0,0.31515944070013074
aire_energia,1.0,0.0,1.0,0.0,0.31289323878957354
pegasus,1.0,0.0,1.0,0.0,0.3129557486764559
fiscaliacol,1.0,0.0,1.0,0.0,0.3129557486764559
vonderleyen,1.0,0.0,1.0,0.0,0.3140222511777087
juanmaasturias,1.0,0.0,1.0,0.0,0.31311213272036775
rafalarana,1.0,0.0,1.0,0.0,0.31301828354480965
eddymcano,1.0,0.0,1.0,0.0,0.31414820014037903
valerey43212360,0.0,1.0,1.0,0.0,0.4551133062173155
la_so_pa,1.0,0.0,1.0,0.0,0.31289323878957354
pascual_elias,0.0,1.0,1.0,0.0,0.4551133062173155
leninfrodriguez,1.0,0.0,1.0,0.0,0.31515944070013074
jajhonnysan,0.0,1.0,1.0,0.0,0.4551133062173155
worldscouting,1.0,0.0,1.0,0.0,0.3136764116940328
vilatabarini,0.0,1.0,1.0,0.0,0.4551133062173155
hashcodeshadow,0.0,1.0,1.0,0.0,0.4551133062173155
poderjudicialpy,1.0,0.0,1.0,0.0,0.31373923492890043
rodrigoarenas,1.0,0.0,1.0,0.0,0.3145582329317269
alvasol_,1.0,0.0,1.0,0.0,0.3138335169788641
almdepalomo,1.0,0.0,1.0,0.0,0.3138335169788641
elgrossogt,0.0,1.0,1.0,0.0,0.4551133062173155
chairinngus,1.0,0.0,1.0,0.0,0.3129244906112665
westworldgt,0.0,1.0,1.0,0.0,0.4551133062173155
coca72101180,0.0,1.0,1.0,0.0,0.4551133062173155
a47c2011f4384df,0.0,1.0,1.0,0.0,0.4551133062173155
davidillescas_,1.0,0.0,1.0,0.0,0.3129557486764559
dondieg28700696,1.0,0.0,1.0,0.0,0.31408521303258147
ottoareyesestr2,1.0,0.0,1.0,0.0,0.31515944070013074
erwinhe95587575,0.0,1.0,1.0,0.0,0.4551133062173155
247prensad,1.0,0.0,1.0,0.0,0.31496933748869005
luisvonahn,1.0,0.0,1.0,0.0,0.3128619932095067
silviamhds,0.0,1.0,1.0,0.0,0.4551133062173155
manushgt,0.0,1.0,1.0,0.0,0.4551133062173155
luisjuarez23,0.0,1.0,1.0,0.0,0.4551133062173155
bmarroquin2021,1.0,0.0,1.0,0.0,0.3173300921705662
antulioavm,1.0,0.0,1.0,0.0,0.3144319550381373
ninnettev63981,1.0,0.0,1.0,0.0,0.3144319550381373
oswaldonacho,1.0,0.0,1.0,0.0,0.3144319550381373
tumguate,1.0,0.0,1.0,0.0,0.3144319550381373
abogadolpa,1.0,0.0,1.0,0.0,0.3129557486764559
rjgdavi,0.0,1.0,1.0,0.0,0.4551133062173155
mafersita8,1.0,0.0,1.0,0.0,0.3129244906112665
mofa_taiwan,1.0,0.0,1.0,0.0,0.31373923492890043
raziel_morton,0.0,1.0,1.0,0.0,0.4551133062173155
ancatruba,1.0,0.0,1.0,0.0,0.312987012987013
aurypal,0.0,1.0,1.0,0.0,0.4551133062173155
kamalaharris,1.0,0.0,1.0,0.0,0.31301828354480965
ronpeerz,0.0,1.0,1.0,0.0,0.4551133062173155
taylorswift13,1.0,0.0,1.0,0.0,0.32008581937065794
lmariav1,1.0,0.0,1.0,0.0,0.3145582329317269
evoespueblo,1.0,0.0,1.0,0.0,0.31373923492890043
lincyrodriguezg,1.0,0.0,1.0,0.0,0.32262382864792505
cparedes2302,1.0,0.0,1.0,0.0,0.3129244906112665
elpais_espana,1.0,0.0,1.0,0.0,0.3129557486764559
aquilesfaillace,1.0,0.0,1.0,0.0,0.3129244906112665
mariianin_09,0.0,1.0,1.0,0.0,0.4551133062173155
masterblich,0.0,1.0,1.0,0.0,0.4551133062173155
alejand04426768,0.0,1.0,1.0,0.0,0.4551133062173155
solomamaleno,0.0,1.0,1.0,0.0,0.4551133062173155
lourdeshercules,1.0,0.0,1.0,0.0,0.31326867313268675
carlosxiloj6,0.0,1.0,1.0,0.0,0.4551133062173155
milthon_mc,0.0,1.0,1.0,0.0,0.4551133062173155
michelbarnier,1.0,0.0,1.0,0.0,0.3140222511777087
victor21486048,0.0,1.0,1.0,0.0,0.4551133062173155
randyestrella1,0.0,1.0,1.0,0.0,0.4551133062173155
vasquezfranqui,0.0,1.0,1.0,0.0,0.4551133062173155
luisivanbriones,1.0,0.0,1.0,0.0,0.31370782016621607
georgesoros,1.0,0.0,1.0,0.0,0.31430577849117175
enema_vaginal,0.0,1.0,1.0,0.0,0.4551133062173155
single19cm10766,0.0,1.0,1.0,0.0,0.4551133062173155
gustavo66033675,0.0,1.0,1.0,0.0,0.4551133062173155
trollitogt,0.0,1.0,1.0,0.0,0.4551133062173155
eliezerpinist,0.0,1.0,1.0,0.0,0.4551133062173155
aroldog3,0.0,1.0,1.0,0.0,0.4551133062173155
mayrado57466678,1.0,0.0,1.0,0.0,0.31421121251629724
leonel23510423,0.0,1.0,1.0,0.0,0.4551133062173155
master_quejas,0.0,1.0,1.0,0.0,0.4551133062173155
javieresto,1.0,0.0,1.0,0.0,0.31301828354480965
mariomu78453851,0.0,1.0,1.0,0.0,0.4551133062173155
benjamnlarios1,0.0,1.0,1.0,0.0,0.4551133062173155
juansot27755062,0.0,1.0,1.0,0.0,0.4551133062173155
mlp_officiel,1.0,0.0,1.0,0.0,0.3140222511777087
royalfamily,1.0,0.0,1.0,0.0,0.3140222511777087
swedishpm,1.0,0.0,1.0,0.0,0.3140222511777087
govpt,1.0,0.0,1.0,0.0,0.3140222511777087
casareal,1.0,0.0,1.0,0.0,0.3140222511777087
sanchezcastejon,1.0,0.0,1.0,0.0,0.3140222511777087
koninklijkhuis,1.0,0.0,1.0,0.0,0.3140222511777087
potus,1.0,0.0,1.0,0.0,0.3140222511777087
keir_starmer,1.0,0.0,1.0,0.0,0.3140222511777087
borisjohnson,1.0,0.0,1.0,0.0,0.3140222511777087
gabrielattal,1.0,0.0,1.0,0.0,0.3140222511777087
elisabeth_borne,1.0,0.0,1.0,0.0,0.3140222511777087
vp,1.0,0.0,1.0,0.0,0.3140222511777087
sirjoker2020,1.0,0.0,1.0,0.0,0.3134253701480592
claroguatemala,1.0,0.0,1.0,0.0,0.3144319550381373
guatealejandro,1.0,0.0,1.0,0.0,0.3144319550381373
france24_es,1.0,0.0,1.0,0.0,0.3136764116940328
andressuarezj,1.0,0.0,1.0,0.0,0.3136764116940328
gaboj,0.0,1.0,1.0,0.0,0.4551133062173155
jeremyvaso,1.0,0.0,1.0,0.0,0.3130808434096133
theubermensch31,0.0,1.0,1.0,0.0,0.4551133062173155
pjmendoz,0.0,1.0,1.0,0.0,0.4551133062173155
juancrema,0.0,1.0,1.0,0.0,0.4551133062173155
jorge58982940,0.0,1.0,1.0,0.0,0.4551133062173155
qmarroquin62092,0.0,1.0,1.0,0.0,0.4551133062173155
tupadre_42,0.0,1.0,1.0,0.0,0.4551133062173155
alburezdon83842,0.0,1.0,1.0,0.0,0.4551133062173155
armandoapalmam,0.0,1.0,1.0,0.0,0.4551133062173155
lavozdexela,1.0,0.0,1.0,0.0,0.31373923492890043
harriswhitbeck,1.0,0.0,1.0,0.0,0.31358222400160146
johana76505374,1.0,0.0,1.0,0.0,0.3129244906112665
pnspedronuno,1.0,0.0,1.0,0.0,0.3140222511777087
gobernaciongt,1.0,0.0,1.0,0.0,0.3144950813089741
mauriciogua,0.0,1.0,1.0,0.0,0.4551133062173155
castagui,0.0,1.0,1.0,0.0,0.4551133062173155
verduoosca49062,1.0,0.0,1.0,0.0,0.3130495603517186
guevarareinita,1.0,0.0,1.0,0.0,0.3136764116940328
betorosales1027,0.0,1.0,1.0,0.0,0.4551133062173155
hector34841055,1.0,0.0,1.0,0.0,0.31496933748869005
vancecenter,1.0,0.0,1.0,0.0,0.31496933748869005
cpjamericas,1.0,0.0,1.0,0.0,0.31496933748869005
zacapaneco5,0.0,1.0,1.0,0.0,0.4551133062173155
hernandeze76558,0.0,1.0,1.0,0.0,0.4551133062173155
mackphillips_02,0.0,1.0,1.0,0.0,0.4551133062173155
rubn13379696,0.0,1.0,1.0,0.0,0.4551133062173155
donatelonica,0.0,1.0,1.0,0.0,0.4551133062173155
jorgemo60111774,0.0,1.0,1.0,0.0,0.4551133062173155
jfguinea,0.0,1.0,1.0,0.0,0.4551133062173155
_hannahritchie,1.0,0.0,1.0,0.0,0.23845041479564655
yamilsa71,0.0,1.0,1.0,0.0,0.4551133062173155
pepebarra92,1.0,0.0,1.0,0.0,0.31496933748869005
gamartinezluna,1.0,0.0,1.0,0.0,0.3136136136136136
tigosportsgt,1.0,0.0,1.0,0.0,0.313550840672538
expedition600,0.0,1.0,1.0,0.0,0.4551133062173155
guicho_chapin,0.0,1.0,1.0,0.0,0.4551133062173155
madololis,0.0,1.0,1.0,0.0,0.4551133062173155
analisis500,0.0,1.0,1.0,0.0,0.4551133062173155
contrerasyili,1.0,0.0,1.0,0.0,0.31427425017554417
pepitoale2,0.0,1.0,1.0,0.0,0.4551133062173155
cristiianguate,0.0,1.0,1.0,0.0,0.4551133062173155
inguatprensa,1.0,0.0,1.0,0.0,0.31358222400160146
diputadojp,1.0,0.0,1.0,0.0,0.31585845347313235
baegpeluca,0.0,1.0,1.0,0.0,0.4551133062173155
confidencial_ni,1.0,0.0,1.0,0.0,0.31557211925866235
rspctbegetsrspc,0.0,1.0,1.0,0.0,0.4551133062173155
odhag_gt,1.0,0.0,1.0,0.0,0.3130495603517186
elizabethgbm,1.0,0.0,1.0,0.0,0.3130495603517186
brendamejialo,1.0,0.0,1.0,0.0,0.3147162230035158
eeldag,0.0,1.0,1.0,0.0,0.4551133062173155
omac_0089,0.0,1.0,1.0,0.0,0.4551133062173155
imfree68,0.0,1.0,1.0,0.0,0.4551133062173155
josorio_soy502,1.0,0.0,1.0,0.0,0.31370782016621607
vinicio_zepeda,1.0,0.0,1.0,0.0,0.31370782016621607
tubucra,0.0,1.0,1.0,0.0,0.4551133062173155
ojalanohubieras,1.0,0.0,1.0,0.0,0.312987012987013
romarecino53242,1.0,0.0,1.0,0.0,0.312987012987013
curulguatemala,0.0,1.0,1.0,0.0,0.4551133062173155
silviajcalderon,0.0,1.0,1.0,0.0,0.4551133062173155
luiscor71885428,0.0,1.0,1.0,0.0,0.4551133062173155
poloniodosdiez,1.0,0.0,1.0,0.0,0.3146530079341167
rodrigolpe72683,0.0,1.0,1.0,0.0,0.4551133062173155
alexluis_ordo,0.0,1.0,1.0,0.0,0.4551133062173155
ditoalexander20,0.0,1.0,1.0,0.0,0.4551133062173155
yenerplaza,1.0,0.0,1.0,0.0,0.31585845347313235
pmtsanlucassac,1.0,0.0,1.0,0.0,0.31585845347313235
pmt_sanjuansac,1.0,0.0,1.0,0.0,0.31585845347313235
traficogt,1.0,0.0,1.0,0.0,0.31585845347313235
infotransitogt,1.0,0.0,1.0,0.0,0.31585845347313235
mariafdacabal,1.0,0.0,1.0,0.0,0.31953085160632333
hrooseveltgt,1.0,0.0,1.0,0.0,0.3131747301079568
berseronline,0.0,1.0,1.0,0.0,0.4551133062173155
pmt_villanueva,1.0,0.0,1.0,0.0,0.31585845347313235
transito_mixco,1.0,0.0,1.0,0.0,0.31585845347313235
israelipm,1.0,0.0,1.0,0.0,0.3142427281845537
texasgov,1.0,0.0,1.0,0.0,0.3142427281845537
gop,1.0,0.0,1.0,0.0,0.3142427281845537
whitehouse,1.0,0.0,1.0,0.0,0.3142427281845537
cnnbrk,1.0,0.0,1.0,0.0,0.3142427281845537
business,1.0,0.0,1.0,0.0,0.3142427281845537
gobiernomx,1.0,0.0,1.0,0.0,0.3142427281845537
david_qva,1.0,0.0,1.0,0.0,0.3130495603517186
mujica2710,0.0,1.0,1.0,0.0,0.4551133062173155
nicolasmaduro,1.0,0.0,1.0,0.0,0.31373923492890043
joebiden,1.0,0.0,1.0,0.0,0.31373923492890043
dinaboluarte_,1.0,0.0,1.0,0.0,0.31373923492890043
v_de_vengaza,1.0,0.0,1.0,0.0,0.3136136136136136
samyhuerta70424,0.0,1.0,1.0,0.0,0.4551133062173155
erfperfp9,0.0,1.0,1.0,0.0,0.4551133062173155
mauricioruanom1,0.0,1.0,1.0,0.0,0.4551133062173155
l150467150467,0.0,1.0,1.0,0.0,0.4551133062173155
aless_dl,0.0,1.0,1.0,0.0,0.4551133062173155
ligapropatria,1.0,0.0,1.0,0.0,0.31953085160632333
inafinogenova,1.0,0.0,1.0,0.0,0.23843226788432267
