,grado_entrada,grado_salida,grado_total,intermediacion,cercania
gabriel14356230,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
gtsocrates86829,0.0,4.0,4.0,6.887933714122768e-07,0.4557090909090909
sergioporres2,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
diegosam09xx,0.0,4.0,4.0,0.0002862742648624035,0.45564281559045955
borisoso62,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
pedroal87851079,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
salgueromanuel,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
c_rosario_79,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
estuard47073307,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
campos_pabloj,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
kenne_1983,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
miguel175489943,0.0,4.0,4.0,0.0,0.4555103227682466
soloverdadsi,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
eyre_jeane,1.0,3.0,4.0,1.8210280834548547e-06,0.4557090909090909
dark_mastergt,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
emagonzles,0.0,4.0,4.0,6.794016428203484e-08,0.4553117279465194
tk421_d,0.0,4.0,4.0,4.210643572544277e-05,0.4554441052478558
ttrezz777,0.0,4.0,4.0,0.00021504393533921447,0.4555103227682466
brenergamez,0.0,4.0,4.0,0.00010756215584521054,0.4557090909090909
_utrillo77,0.0,4.0,4.0,1.063548145435169e-06,0.4558416994034628
csimetropol,0.0,4.0,4.0,0.0,0.4555103227682466
dennisskate1,0.0,4.0,4.0,0.0006656935002558369,0.4555765595463138
marileosb,0.0,4.0,4.0,3.201121615527952e-05,0.4555765595463138
rickmillionare,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
buenafeilse,1.0,3.0,4.0,0.0006383657835939979,0.4553779069767442
roxanaruizi,0.0,4.0,4.0,1.8210280834548547e-06,0.4557090909090909
azulanilera,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
cjorgester,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
manuc8a,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
irontripie,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
filosorex,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
datanow101,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
jos216silver,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
isabelman11,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
victormazarie,0.0,4.0,4.0,8.046328107054647e-06,0.45577538551061975
tataliban,0.0,4.0,4.0,2.330250058116008e-06,0.45617355853232383
diegopan_ore16,0.0,4.0,4.0,0.0006383657835940018,0.4553779069767442
dorianrod_maz,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
mrsotoma66,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
elivalenzu26663,0.0,4.0,4.0,1.8210280834548547e-06,0.45637290604515657
klaatuantizurdo,0.0,4.0,4.0,0.0,0.4555103227682466
nombredeguerra1,0.0,4.0,4.0,1.3498102069520157e-08,0.4557090909090909
don_quijote_502,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
lvillatorod,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
ruffito19,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
botit0,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
markisio12,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
lessterrez,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
nabucod91213966,1.0,3.0,4.0,0.0006383657835939979,0.4553779069767442
funkypashmonky,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
jav_juarez,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
moccachokolata,4.0,0.0,4.0,2.52813381850066e-06,0.31897780492771327
eeml9102,0.0,4.0,4.0,9.62368707986975e-07,0.4557090909090909
juliolopezj,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
serbagua,0.0,4.0,4.0,0.0,0.4555103227682466
elzinho7,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
wicho_fer88,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
martayaque,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
recinosme,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
rubenchevezr,0.0,4.0,4.0,0.0006395530244998085,0.4557090909090909
mrjack_mas,0.0,4.0,4.0,7.393988411217912e-05,0.4554441052478558
willisngt,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
jonodavila,1.0,3.0,4.0,2.0110195830165278e-05,0.4553779069767442
marmend71,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
csaralv28780505,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
elsaleiva11091,0.0,4.0,4.0,1.8210280834548547e-06,0.45710533994747593
oraliabarrios7,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
fresa2222,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
arriola_cl95191,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
ftock,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
adnjernimo1,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
juliopushkin,0.0,4.0,4.0,7.393988411217912e-05,0.4554441052478558
edgarorellanal,2.0,2.0,4.0,4.657973690516524e-06,0.45663897391050867
dr_frankesteln,0.0,4.0,4.0,1.3498102069520157e-08,0.4557090909090909
ivanhergarcia,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
reyes4488,0.0,4.0,4.0,0.0,0.4555103227682466
darkcraxker,0.0,4.0,4.0,9.994460029333186e-07,0.45630643751820565
rchinchillac,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
rebkrriaza,4.0,0.0,4.0,4.927044003798188e-07,0.31358222400160146
periodicohist,0.0,4.0,4.0,0.00016657024931870565,0.45564281559045955
mendezrobinson,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
albaquinonez,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
rojoloco88,0.0,4.0,4.0,0.0,0.4555103227682466
_ivanw,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
cojulun_ju66554,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
brongonbyron,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
namodan,1.0,3.0,4.0,8.962704758660715e-07,0.45617355853232383
josemorenob,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
claudia41696638,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
edgarju70173542,0.0,4.0,4.0,5.188157999719024e-07,0.45577538551061975
jesusalvizures2,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
gilbertog2001,2.0,2.0,4.0,6.794016428203484e-08,0.4553117279465194
flute_leo_,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
francisco37270,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
gonzalezogm,0.0,4.0,4.0,0.00010903059340267596,0.4554441052478558
cozetyg,0.0,4.0,4.0,1.6252002888686936e-06,0.45577538551061975
qontrol,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
ladelentesnais,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
josephsempe,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
atelier_refrain,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
cris0b,1.0,3.0,4.0,7.279576274935612e-05,0.4553779069767442
pablocasx1,3.0,1.0,4.0,7.091726729529438e-06,0.3163048965169106
fjadlc,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
lalpireze,0.0,4.0,4.0,2.2107761189743124e-06,0.45637290604515657
paquetecuetes_,0.0,4.0,4.0,3.433176196725266e-08,0.4557090909090909
rosales1tono,0.0,4.0,4.0,0.0012765277466951527,0.4554441052478558
corteidh,4.0,0.0,4.0,4.175194335405146e-06,0.32415933781686496
dulcefuent26861,1.0,3.0,4.0,3.62075229424807e-08,0.4553779069767442
netobran,4.0,0.0,4.0,6.477416839439832e-07,0.31525457838599313
carlosoliva_,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
glowgt502,1.0,3.0,4.0,0.0006385737743271093,0.4555765595463138
elias_peli16702,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
porquesi849468,0.0,4.0,4.0,1.3498102069520157e-08,0.4557090909090909
jgleon70,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
1207_pedro,0.0,4.0,4.0,1.6772066710673933e-05,0.4558416994034628
pensamientos_y_,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
carlostoledogt,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
sanmateua,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
francowilton,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
brunnellaj,0.0,4.0,4.0,0.0,0.4555103227682466
lorenalien_,2.0,2.0,4.0,6.794016428203484e-08,0.4553117279465194
tuteabcd,1.0,3.0,4.0,0.0,0.45577538551061975
ramoswilliam___,0.0,4.0,4.0,3.29873992550827e-05,0.45577538551061975
rafag65003552,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
mfss3890,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
alberto84835575,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
carlillos999,1.0,3.0,4.0,0.00013591951580688548,0.4562399883500801
haisegonzalez,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
rosales77496,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
aicas1970,1.0,3.0,4.0,1.0191024642305226e-07,0.4553117279465194
gm70x,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
jennteinforma,4.0,0.0,4.0,1.5472298371094887e-06,0.31576295101793994
elias_letran,1.0,3.0,4.0,3.051740480038378e-07,0.4559080325960419
hmaldonado_gt,0.0,4.0,4.0,1.8210280834548547e-06,0.45630643751820565
iamthepilgrimgt,0.0,4.0,4.0,1.0864311694349345e-06,0.45610714805648567
jesusmor__,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
gusdiazfigueroa,0.0,4.0,4.0,0.0006464121117010564,0.4554441052478558
lgodoy01,1.0,3.0,4.0,8.656845515237219e-05,0.45564281559045955
elyquintana3,0.0,4.0,4.0,3.433176196725266e-08,0.4557090909090909
sexymonito,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
edgarcoradoh,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
rvra1967,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
elialdana9,3.0,1.0,4.0,3.1418259540291675e-07,0.4555765595463138
evelync47357166,0.0,4.0,4.0,3.201121615527952e-05,0.4555765595463138
pattyo502,4.0,0.0,4.0,2.18401889388846e-06,0.31522285944259987
karma_a_bitch_1,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
xelajutres,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
rickyr7,0.0,4.0,4.0,1.2791071630938047e-06,0.45617355853232383
tato100360,2.0,2.0,4.0,2.038204928461045e-07,0.4553117279465194
pablitomrls,0.0,4.0,4.0,0.0,0.4555103227682466
alejandrohuard,0.0,4.0,4.0,5.259465177054357e-05,0.4555103227682466
faoguatemala,4.0,0.0,4.0,3.1397081352623434e-07,0.3271037794946753
bbccss6566,0.0,4.0,4.0,3.458067795508369e-07,0.4562399883500801
walterp03060519,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
wachicoler14688,3.0,1.0,4.0,3.578807593931927e-07,0.45657242786359664
ted_srl,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
guitaranti,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
pedrolhernande6,0.0,4.0,4.0,6.583725443520995e-07,0.4558416994034628
multifa0suarez,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
gerrarca,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
carlospepio,0.0,4.0,4.0,0.0,0.4555103227682466
cajascampo,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
vadersoytuvecin,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
hectoralvarez00,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
estr64984,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
atomant51659529,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
josemanuelmuhe,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
valfred1979,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
chejo891120,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
juankrpg,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
alexg7646,0.0,4.0,4.0,2.330250058116008e-06,0.45617355853232383
johnnymendizaba,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
cristianknf,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
jerry72559553,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
elchatosantos,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
ariasr59465,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
guillermoestua5,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
betancurth28388,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
jgonzaleza3,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
marchila74,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
waltermusico100,1.0,2.0,3.0,0.0,0.45517942757518526
leon_wen60664,1.0,2.0,3.0,0.0,0.45517942757518526
999accendini,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
eddie99243836,1.0,2.0,3.0,2.5100380767663957e-07,0.4558416994034628
claudialuna1064,0.0,3.0,3.0,1.683202268248611e-08,0.4555103227682466
mannyrosales27,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
menjivar2007,0.0,3.0,3.0,0.0,0.45617355853232383
juvaldez1,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
_lisdal,0.0,3.0,3.0,2.254040540557888e-05,0.4553779069767442
verohernandez20,0.0,3.0,3.0,0.00015493874159355151,0.4555103227682466
lufernando09,1.0,2.0,3.0,0.0,0.45524556814879397
martin_sontay,0.0,3.0,3.0,0.0,0.45524556814879397
julio86377099,0.0,3.0,3.0,1.5095795860526995e-07,0.45564281559045955
gmaster41873852,0.0,3.0,3.0,3.790528989489096e-06,0.4560407569141194
mariollerena_2,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
rafael982877141,1.0,2.0,3.0,0.0,0.45524556814879397
sebvega,0.0,3.0,3.0,0.0,0.45524556814879397
mascanej,1.0,2.0,3.0,0.0,0.4553117279465194
snakeeyes146321,1.0,2.0,3.0,0.0,0.4554441052478558
fredy_asencio,1.0,2.0,3.0,0.0,0.4557090909090909
jorgeor59911559,0.0,3.0,3.0,1.0168966147408461e-07,0.45597438509678356
emerylmi,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
melbvinmendez22,0.0,3.0,3.0,0.0006710979352844022,0.4553779069767442
juanbizzz,0.0,3.0,3.0,1.8210280834548547e-06,0.45564281559045955
mgaitano100,0.0,3.0,3.0,0.0006383657835939976,0.4553117279465194
dimeloandrew,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
jorgeve19521845,0.0,3.0,3.0,3.930823790603444e-08,0.4553779069767442
fidelfunes2,0.0,3.0,3.0,0.0001248185582385382,0.4553779069767442
giovannygali,3.0,0.0,3.0,8.15281971384418e-08,0.3132373525294941
carolhernandezb,1.0,2.0,3.0,0.0,0.4553779069767442
macoest1,0.0,3.0,3.0,0.0,0.4553779069767442
asteguietaluis,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
xinit17687372,0.0,3.0,3.0,0.0002107108806061597,0.4554441052478558
wedomonter,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
quiquemena3,0.0,3.0,3.0,1.0271775653451764e-06,0.4558416994034628
fercastillo0902,0.0,3.0,3.0,1.9980481706676335e-07,0.4559080325960419
sofii_aguilar,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
jimenezdaysi23,0.0,3.0,3.0,0.0,0.4554441052478558
elmar_o,0.0,3.0,3.0,2.0489399345470493e-05,0.4553117279465194
0205mh_,1.0,2.0,3.0,0.0,0.45524556814879397
joseiba55907887,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
mrodriguezdek,0.0,3.0,3.0,9.744340120645744e-08,0.45597438509678356
midesgt,1.0,2.0,3.0,0.0,0.45617355853232383
maridiaz1626753,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
concepcinagui15,1.0,2.0,3.0,0.0,0.4557090909090909
dead_verine,0.0,3.0,3.0,1.879539811179092e-07,0.45597438509678356
alexu502,1.0,2.0,3.0,0.0,0.4559080325960419
carlosventurapl,0.0,3.0,3.0,1.1872409058106187e-06,0.4555765595463138
sonora969,3.0,0.0,3.0,2.6520673846568273e-06,0.3176518300719862
crisitian7,0.0,3.0,3.0,3.5692067871668065e-08,0.45637290604515657
luisenlo28,1.0,2.0,3.0,0.0,0.4553117279465194
henrygchuap,0.0,3.0,3.0,0.0,0.45564281559045955
gamarro10,0.0,3.0,3.0,0.0,0.45564281559045955
josesolaresgt,0.0,3.0,3.0,3.846575223030801e-05,0.4558416994034628
gescuintla,3.0,0.0,3.0,6.241384151200346e-08,0.31506436041834274
caminos_civ,3.0,0.0,3.0,6.241384151200346e-08,0.31506436041834274
laresistenciag1,0.0,3.0,3.0,0.0,0.4555103227682466
jcbaba3,0.0,3.0,3.0,0.0006383657835939976,0.4553117279465194
luisfergilmejia,0.0,3.0,3.0,0.0,0.45524556814879397
tacticayseggt,3.0,0.0,3.0,8.15281971384418e-08,0.3132373525294941
idomingo415582,0.0,3.0,3.0,2.246778021276894e-05,0.4554441052478558
r3n3strada,0.0,3.0,3.0,1.1732560700278425e-05,0.4555103227682466
chilerazo,0.0,3.0,3.0,0.0,0.45564281559045955
tvgtnoticias,3.0,0.0,3.0,6.281673221220079e-07,0.3176518300719862
pzurdoxx,0.0,3.0,3.0,0.0006845405285095719,0.4553779069767442
ottocruz255856,0.0,3.0,3.0,0.0,0.45524556814879397
jesalazarg,1.0,2.0,3.0,0.0,0.45517942757518526
lulaoficial,3.0,0.0,3.0,2.3104127091969434e-06,0.31417970316887284
alfredomar20434,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
eracarrillo2638,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
marlonzank89095,0.0,3.0,3.0,0.0,0.4553117279465194
renelorca,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
carlosc0852561,0.0,3.0,3.0,2.3777016155848902e-07,0.4557090909090909
rsf_esp,3.0,0.0,3.0,1.4295646217484892e-07,0.3142427281845537
davith_dieguez,0.0,3.0,3.0,3.167308803031018e-05,0.4553779069767442
ochaclanc,0.0,3.0,3.0,0.00039195644123392245,0.4553779069767442
edgar_ortizgt,3.0,0.0,3.0,2.9117213263729214e-08,0.31585845347313235
marco_2674cano,0.0,3.0,3.0,3.0532336279802064e-06,0.4560407569141194
diaz_sergi89632,0.0,3.0,3.0,0.0,0.45564281559045955
rudyleon483rudy,1.0,2.0,3.0,0.0,0.45517942757518526
bernardosilvagt,1.0,2.0,3.0,0.0006383657835939994,0.4555103227682466
sorayarr_,3.0,0.0,3.0,7.967528356711358e-08,0.313550840672538
carloso81266979,0.0,3.0,3.0,0.00021265271420274853,0.4553117279465194
merce_moon,3.0,0.0,3.0,3.090981058959644e-06,0.31550855991943605
saludybillete,0.0,3.0,3.0,0.0006907072821747288,0.4553779069767442
csardarodaz,1.0,2.0,3.0,0.0,0.4558416994034628
voyporguate,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
redamericanews,3.0,0.0,3.0,6.997993995126267e-07,0.314684612294094
vernyveliz2,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
aa4b802,0.0,3.0,3.0,0.0,0.4553779069767442
allanerodriguez,3.0,0.0,3.0,5.79433423607806e-07,0.3187506358734358
romeo_marroquin,1.0,2.0,3.0,0.0,0.4555765595463138
mmollinedo1,0.0,3.0,3.0,0.00011202014806216812,0.4554441052478558
nandiherrera,0.0,3.0,3.0,0.0007402055943509681,0.4554441052478558
florespolo76g,0.0,3.0,3.0,0.0002502527892614605,0.4564393939393939
e_piedrasanta,3.0,0.0,3.0,8.735163979118764e-08,0.3133
ef75lopez,0.0,3.0,3.0,0.00010329215505901753,0.4553779069767442
gatina777,0.0,3.0,3.0,7.64326848172892e-08,0.4555103227682466
paulinavas13,0.0,3.0,3.0,1.8210280834548547e-06,0.45564281559045955
james10tiburcio,0.0,3.0,3.0,4.5769237422196664e-05,0.4553117279465194
jbsilva1090,1.0,2.0,3.0,1.0191024642305226e-07,0.4553779069767442
emmanuelmacron,3.0,0.0,3.0,5.7646916646304085e-05,0.316688567674113
daf69feea8084a2,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
luisfzci,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
perrintaracena,1.0,2.0,3.0,0.0,0.4553117279465194
mgonzalez55698,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
mamanemuerta,3.0,0.0,3.0,8.735163979118764e-08,0.3133
srfanon,3.0,0.0,3.0,8.735163979118764e-08,0.3133
luigigt502,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
kestleredwin,0.0,3.0,3.0,0.0002903153788174868,0.4557090909090909
veneno_cruz,3.0,0.0,3.0,1.4693843875533777e-06,0.3192378235174241
johnfre3680,0.0,3.0,3.0,0.0,0.45524556814879397
wvasquez2020,0.0,3.0,3.0,4.017596650989446e-05,0.4553779069767442
lautarolautro,0.0,3.0,3.0,3.0532336279802064e-06,0.4560407569141194
guate_inmortal_,3.0,0.0,3.0,2.678888917123285e-06,0.32008581937065794
kechorizo,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
legisladorgt,1.0,2.0,3.0,1.268216399931317e-07,0.45663897391050867
un_hrc,3.0,0.0,3.0,7.967528356711358e-08,0.313550840672538
acnur_es,3.0,0.0,3.0,7.967528356711358e-08,0.313550840672538
mpresaspresosni,3.0,0.0,3.0,7.967528356711358e-08,0.313550840672538
noryb3722,0.0,3.0,3.0,8.865818141199601e-09,0.4553779069767442
pcampoll,3.0,0.0,3.0,5.211941241399857e-07,0.31427425017554417
carloslazarob,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
cesarcobaquil,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
ottohramirez1,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
raiceperdidagt,3.0,0.0,3.0,8.735163979118764e-08,0.3133
kenneseditions,3.0,0.0,3.0,8.735163979118764e-08,0.3133
vicenteram45868,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
juliolopez3167,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
digby06,3.0,0.0,3.0,4.81761708111672e-08,0.3195960420279506
lawelfs,0.0,3.0,3.0,0.0,0.45577538551061975
siulhache,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
elbencho_gt,3.0,0.0,3.0,1.7074041974142504e-06,0.3146530079341167
rperdues,3.0,0.0,3.0,8.735163979118764e-08,0.3133
vivaarbenz,0.0,3.0,3.0,0.0007121838115595201,0.4554441052478558
_donjuank,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
nicaraguaudj,3.0,0.0,3.0,7.967528356711358e-08,0.313550840672538
tamara_suju,3.0,0.0,3.0,7.967528356711358e-08,0.313550840672538
raceandequality,3.0,0.0,3.0,7.967528356711358e-08,0.313550840672538
elmaschucho,0.0,3.0,3.0,1.589914009282976e-05,0.4553779069767442
tu_coach_sergio,0.0,3.0,3.0,2.0894747741810297e-05,0.4553117279465194
jconquistador63,0.0,3.0,3.0,1.1755300461260891e-07,0.4553779069767442
chavelo773,1.0,2.0,3.0,0.0,0.45524556814879397
jorabori,0.0,3.0,3.0,0.0,0.4553779069767442
marvindelcid,3.0,0.0,3.0,4.4116706330649227e-07,0.31659256265157637
ponci_s,0.0,3.0,3.0,0.0,0.45564281559045955
superguicho,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
emilyfelix85,0.0,3.0,3.0,1.8210280834548547e-06,0.45564281559045955
_cristiangt,3.0,0.0,3.0,5.804811334646711e-07,0.3144950813089741
laray1976,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
albertologos,3.0,0.0,3.0,3.428802533456467e-07,0.3145266539504066
g_ninnetth,0.0,3.0,3.0,9.3543869765961e-05,0.4554441052478558
hugocid2,1.0,2.0,3.0,0.0,0.45517942757518526
elecctorr,1.0,2.0,3.0,1.9362946820379927e-07,0.45617355853232383
statedeptspox,3.0,0.0,3.0,4.81761708111672e-08,0.3195960420279506
your_2cool,0.0,3.0,3.0,8.962704758660715e-07,0.45650590120938367
amycanel,1.0,2.0,3.0,0.0,0.4553779069767442
rodas_srodas1,1.0,2.0,3.0,0.0,0.4553779069767442
luismarcaguate,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
faustino15mend,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
pups_pup,0.0,3.0,3.0,0.0012763239262023039,0.4555765595463138
sintanta_mierda,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
johnsteinergt,0.0,3.0,3.0,1.2978038262188661e-06,0.4555765595463138
juan24041992,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
mojena13,1.0,2.0,3.0,0.0,0.45517942757518526
197674a,0.0,3.0,3.0,1.0191024642305226e-07,0.4553117279465194
gustavosantiz28,2.0,1.0,3.0,1.3064080839179456e-07,0.45564281559045955
diblillos,0.0,3.0,3.0,0.0,0.4557090909090909
artbyfan,0.0,3.0,3.0,0.00039755794996592487,0.4553779069767442
edwardadam63,0.0,3.0,3.0,0.0006383657835939976,0.4553117279465194
lemusrita,0.0,3.0,3.0,0.0,0.45617355853232383
david10968575,0.0,3.0,3.0,0.00029766473235912295,0.4554441052478558
noel_solis,3.0,0.0,3.0,2.355929039361036e-07,0.3172979542232125
estuardosanch17,0.0,3.0,3.0,1.0864311694349345e-06,0.4554441052478558
mynorslt,0.0,3.0,3.0,0.0,0.45564281559045955
arriazajud94233,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
gtx222,1.0,2.0,3.0,0.0,0.45517942757518526
jeanve_vel,0.0,3.0,3.0,0.0006656790689652494,0.4555103227682466
ge_escalante74,0.0,3.0,3.0,1.8210280834548547e-06,0.45564281559045955
inpale61,1.0,2.0,3.0,0.0,0.4553779069767442
yatomax99,1.0,2.0,3.0,0.0,0.4557090909090909
jessalvare27322,0.0,3.0,3.0,0.0,0.4557090909090909
_mafaldologa,0.0,3.0,3.0,0.00019626966245216534,0.4555103227682466
pajarit92336502,0.0,3.0,3.0,1.9057019047592282e-07,0.45630643751820565
machila007,0.0,3.0,3.0,0.0006383657835939979,0.4553117279465194
aacf73,0.0,3.0,3.0,0.00019586802461685435,0.4553779069767442
josechic86,3.0,0.0,3.0,6.987085146834636e-07,0.31745870908906676
